FlightDate,Reporting_Airline,Origin,Dest,CRSDepTime,ArrDelay,Tail_Number,aircraft_type,num_seats,dep_tmpf,dep_wind,dep_visibility,dep_precip_flag,dep_ceiling_ft,dep_weather_severity,arr_tmpf,arr_wind,arr_visibility,arr_precip_flag,arr_ceiling_ft,arr_weather_severity,regional_weather_index,regional_storm_count,system_weather_flag
2022-06-10,DL,ATL,BWI,2300,-7.0,N374DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-11,DL,ATL,BWI,2300,92.0,N361DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-12,DL,ATL,BWI,2300,36.0,N373DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,DL,ATL,BWI,2300,28.0,N350DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,DL,ATL,BWI,2300,2.0,N124DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,DL,ATL,BWI,2300,81.0,N324DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-16,DL,ATL,BWI,2300,107.0,N125DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-17,DL,ATL,BWI,2300,12.0,N127DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-18,DL,ATL,BWI,2300,-2.0,N396DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-19,DL,ATL,BWI,2300,7.0,N388DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-20,DL,ATL,BWI,2300,-12.0,N117DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-21,DL,ATL,BWI,2300,1.0,N384DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-22,DL,ATL,BWI,2300,137.0,N364DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-23,DL,ATL,BWI,2300,-4.0,N398DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-24,DL,ATL,BWI,2300,-9.0,N340DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-25,DL,ATL,BWI,2300,7.0,N117DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-26,DL,ATL,BWI,2300,,N129DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,0.16666666666666666,0,0
2022-06-27,DL,ATL,BWI,2300,98.0,N348DN,Fixed wing multi engine,199.0,,,,0,,0.0,74.0,4.0,10.0,0,12000.0,0.13333333333333333,,0,0
2022-06-28,DL,ATL,BWI,2300,-12.0,N344DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,DL,ATL,BWI,2300,11.0,N337DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,DL,ATL,BWI,2300,50.0,N116DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-01,DL,BWI,ATL,600,-18.0,N817DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-02,DL,BWI,ATL,600,-17.0,N877DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-03,DL,BWI,ATL,600,-8.0,N866DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-04,DL,BWI,ATL,600,-9.0,N819DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-05,DL,BWI,ATL,600,-8.0,N907DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-06,DL,BWI,ATL,600,12.0,N829DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-07,DL,BWI,ATL,600,3.0,N106DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-08,DL,BWI,ATL,600,-13.0,N392DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-09,DL,BWI,ATL,600,-12.0,N319DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-10,DL,BWI,ATL,600,-9.0,N388DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-11,DL,BWI,ATL,600,18.0,N374DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-12,DL,BWI,ATL,600,21.0,N361DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,DL,BWI,ATL,600,-10.0,N373DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,DL,BWI,ATL,600,-13.0,N350DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,DL,BWI,ATL,600,-16.0,N124DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-16,DL,BWI,ATL,600,-9.0,N324DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-17,DL,BWI,ATL,600,1.0,N125DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-18,DL,BWI,ATL,600,3.0,N127DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-19,DL,BWI,ATL,600,-10.0,N396DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-20,DL,BWI,ATL,600,-3.0,N388DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-21,DL,BWI,ATL,600,-12.0,N117DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-22,DL,BWI,ATL,600,-13.0,N384DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-23,DL,BWI,ATL,600,-10.0,N364DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-24,DL,BWI,ATL,600,1.0,N398DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-25,DL,BWI,ATL,600,-2.0,N340DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-26,DL,BWI,ATL,600,369.0,N117DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-27,DL,BWI,ATL,600,,N129DN,Fixed wing multi engine,199.0,79.0,5.0,10.0,0,4400.0,0.16666666666666666,,,,0,,0.0,0.23333333333333334,0,0
2022-06-28,DL,BWI,ATL,600,0.0,N348DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,DL,BWI,ATL,600,1.0,N344DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,DL,BWI,ATL,600,25.0,N337DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-06,DL,SLC,BWI,2359,-15.0,N372DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-07,DL,SLC,BWI,2359,-7.0,N332DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-08,DL,SLC,BWI,2359,-14.0,N315DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-09,DL,SLC,BWI,2359,-16.0,N121DZ,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-10,DL,SLC,BWI,2359,39.0,N303DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-11,DL,SLC,BWI,2359,20.0,N330DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-12,DL,SLC,BWI,2359,-4.0,N377DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,DL,SLC,BWI,2359,26.0,N117DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,DL,SLC,BWI,2359,-15.0,N316DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,DL,SLC,BWI,2359,-14.0,N121DZ,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-16,DL,SLC,BWI,2359,,N380DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-17,DL,SLC,BWI,2359,9.0,N312DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-18,DL,SLC,BWI,2359,7.0,N109DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-19,DL,SLC,BWI,2359,16.0,N340DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-20,DL,SLC,BWI,2359,-14.0,N341DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-21,DL,SLC,BWI,2359,-14.0,N375DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-22,DL,SLC,BWI,2359,-11.0,N107DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-23,DL,SLC,BWI,2359,-9.0,N378DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-24,DL,SLC,BWI,2359,4.0,N121DZ,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-25,DL,SLC,BWI,2359,-13.0,N311DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-26,DL,SLC,BWI,2359,-23.0,N111DC,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,0.16666666666666666,0,0
2022-06-27,DL,SLC,BWI,2359,-15.0,N311DN,Fixed wing multi engine,199.0,,,,0,,0.0,79.0,5.0,10.0,0,4400.0,0.16666666666666666,,0,0
2022-06-28,DL,SLC,BWI,2359,-11.0,N118DY,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,DL,SLC,BWI,2359,-9.0,N348DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,DL,SLC,BWI,2359,-10.0,N343DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-01,DL,ATL,BWI,1850,8.0,N899DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-02,DL,ATL,BWI,1850,31.0,N918DU,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-03,DL,ATL,BWI,1850,-4.0,N840DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-04,DL,ATL,BWI,1810,-4.0,N865DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-05,DL,ATL,BWI,1850,-8.0,N816DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-06,DL,BWI,ATL,1241,-10.0,N850DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-07,DL,BWI,ATL,1241,-17.0,N897DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-08,DL,BWI,ATL,1241,-10.0,N878DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-09,DL,BWI,ATL,1241,-5.0,N833DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-10,DL,BWI,ATL,1241,-16.0,N802DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-11,DL,BWI,ATL,1241,-12.0,N895DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-12,DL,BWI,ATL,1241,-14.0,N851DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,DL,BWI,ATL,1241,-20.0,N894DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,DL,BWI,ATL,1241,-4.0,N862DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,DL,BWI,ATL,1241,-15.0,N848DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-16,DL,BWI,ATL,1241,-11.0,N854DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-17,DL,BWI,ATL,1241,22.0,N843DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-18,DL,BWI,ATL,1241,,N871DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-19,DL,BWI,ATL,1241,-10.0,N917DU,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-20,DL,BWI,ATL,1241,-1.0,N804DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-21,DL,BWI,ATL,1241,-16.0,N849DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-22,DL,BWI,ATL,1241,778.0,N847DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-23,DL,BWI,ATL,1241,1.0,N901DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-24,DL,BWI,ATL,1241,-11.0,N922DZ,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-25,DL,BWI,ATL,1241,-6.0,N815DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-26,DL,BWI,ATL,1241,-7.0,N819DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-27,DL,BWI,ATL,1241,-18.0,N902DN,Fixed wing multi engine,222.0,83.0,8.0,10.0,0,4000.0,0.26666666666666666,,,,0,,0.0,0.26666666666666666,0,0
2022-06-28,DL,BWI,ATL,1241,,N876DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,DL,BWI,ATL,1241,-6.0,N855DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,DL,BWI,ATL,1241,1.0,N830DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-01,DL,BWI,MSP,607,-22.0,N852DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-02,DL,BWI,MSP,607,-21.0,N822DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-03,DL,BWI,MSP,607,-10.0,N900DU,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-04,DL,BWI,MSP,607,-8.0,N813DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-05,DL,BWI,MSP,607,-19.0,N833DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-06,DL,BWI,MSP,635,-1.0,N903DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-07,DL,BWI,MSP,635,-4.0,N834DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-08,DL,BWI,MSP,635,0.0,N871DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-09,DL,BWI,MSP,635,-5.0,N882DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-10,DL,BWI,MSP,635,-14.0,N916DU,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-11,DL,BWI,MSP,635,185.0,N845DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-12,DL,BWI,MSP,635,22.0,N900DU,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,DL,BWI,MSP,635,-3.0,N821DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,DL,BWI,MSP,635,-7.0,N852DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,DL,BWI,MSP,635,29.0,N857DZ,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-16,DL,BWI,MSP,635,8.0,N872DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-17,DL,BWI,MSP,635,-2.0,N846DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-18,DL,BWI,MSP,635,3.0,N928DU,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-19,DL,BWI,MSP,635,-11.0,N859DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-20,DL,BWI,MSP,635,-7.0,N847DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-21,DL,BWI,MSP,635,-2.0,N821DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-22,DL,BWI,MSP,635,10.0,N860DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-23,DL,BWI,MSP,635,0.0,N832DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-24,DL,BWI,MSP,635,-5.0,N841DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-25,DL,BWI,MSP,635,8.0,N816DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-26,DL,BWI,MSP,635,2.0,N924DZ,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-27,DL,BWI,MSP,635,7.0,N878DN,Fixed wing multi engine,222.0,81.0,7.0,10.0,0,2200.0,0.23333333333333334,,,,0,,0.0,0.23333333333333334,0,0
2022-06-28,DL,BWI,MSP,635,25.0,N924DZ,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,DL,BWI,MSP,635,0.0,N918DU,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,DL,BWI,MSP,635,18.0,N819DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-06,DL,DTW,BWI,2156,-6.0,N888DU,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-07,DL,DTW,BWI,2156,-13.0,N892DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-08,DL,DTW,BWI,2156,9.0,N925DZ,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-09,DL,DTW,BWI,2156,-6.0,N909DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-10,DL,DTW,BWI,2156,12.0,N809DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-11,DL,DTW,BWI,2156,47.0,N825DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-12,DL,DTW,BWI,2156,30.0,N821DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,DL,DTW,BWI,2156,-7.0,N911DQ,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,DL,DTW,BWI,2156,-16.0,N846DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,DL,DTW,BWI,2156,-14.0,N867DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-16,DL,DTW,BWI,2156,-8.0,N855DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-17,DL,DTW,BWI,2156,19.0,N928DU,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-18,DL,DTW,BWI,2156,8.0,N869DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-19,DL,DTW,BWI,2156,,N899DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-20,DL,DTW,BWI,2156,37.0,N879DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-21,DL,DTW,BWI,2156,-11.0,N928DU,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-22,DL,DTW,BWI,2156,94.0,N872DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-23,DL,DTW,BWI,2156,-11.0,N821DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-24,DL,DTW,BWI,2156,-3.0,N808DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-25,DL,DTW,BWI,2156,-10.0,N877DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-26,DL,DTW,BWI,2156,,N909DN,Fixed wing multi engine,222.0,,,,0,,0.0,74.0,5.0,10.0,0,11000.0,0.16666666666666666,0.13333333333333333,0,0
2022-06-27,DL,DTW,BWI,2156,17.0,N822DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,DL,DTW,BWI,2156,-10.0,N831DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,DL,DTW,BWI,2156,-14.0,N845DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,DL,DTW,BWI,2156,36.0,N817DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-02,DL,BWI,MSP,1750,-9.0,N863DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-02,DL,MSP,BWI,1315,-17.0,N863DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-03,DL,BWI,MSP,1750,-20.0,N836DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-03,DL,MSP,BWI,1315,3.0,N836DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-05,DL,BWI,MSP,1750,,N909DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-05,DL,MSP,BWI,1315,,N909DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-02,DL,BWI,DTW,943,-8.0,N832DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-02,DL,DTW,BWI,700,-10.0,N832DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-03,DL,BWI,DTW,943,-8.0,N895DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-03,DL,DTW,BWI,700,-6.0,N895DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-05,DL,BWI,DTW,943,-24.0,N916DU,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-05,DL,DTW,BWI,700,-15.0,N916DU,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-02,DL,BWI,ATL,1930,-12.0,N888DU,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-03,DL,BWI,ATL,1930,-20.0,N833DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-05,DL,BWI,ATL,1930,,N866DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-01,DL,SLC,BWI,2359,-19.0,N393DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-02,DL,SLC,BWI,2359,-17.0,N321DH,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-03,DL,SLC,BWI,2359,-1.0,N340DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-05,DL,SLC,BWI,2359,0.0,N868DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-06,DL,BWI,MSP,1145,-9.0,N339DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-06,DL,MSP,BWI,705,-1.0,N339DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-07,DL,BWI,MSP,1145,2.0,N325DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-07,DL,MSP,BWI,705,-25.0,N325DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-08,DL,BWI,MSP,1145,-11.0,N318DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-08,DL,MSP,BWI,705,-13.0,N318DX,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-09,DL,BWI,MSP,1145,-4.0,N393DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-09,DL,MSP,BWI,705,-26.0,N393DN,Fixed wing multi engine,222.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-10,DL,BWI,MSP,1145,-1.0,N346DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-10,DL,MSP,BWI,705,-22.0,N346DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-11,DL,BWI,MSP,1500,-22.0,N933AT,Fixed wing multi engine,100.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-11,DL,MSP,BWI,1015,-12.0,N933AT,Fixed wing multi engine,100.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-12,DL,BWI,MSP,1145,14.0,N331DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-12,DL,MSP,BWI,705,4.0,N331DN,Fixed wing multi engine,199.0,,,,0,,0.0,,,,0,,0.0,,0,0
