FlightDate,Reporting_Airline,Origin,Dest,CRSDepTime,ArrDelay,Tail_Number,aircraft_type,num_seats,dep_tmpf,dep_wind,dep_visibility,dep_precip_flag,dep_ceiling_ft,dep_weather_severity,arr_tmpf,arr_wind,arr_visibility,arr_precip_flag,arr_ceiling_ft,arr_weather_severity,regional_weather_index,regional_storm_count,system_weather_flag
2022-06-04,OH,BWI,CLT,1209,-11.0,N557NN,Fixed wing multi engine,95.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-11,OH,BWI,CLT,1209,-25.0,N593NN,Fixed wing multi engine,95.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-18,OH,BWI,CLT,1209,5.0,N576NN,Fixed wing multi engine,95.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-25,OH,BWI,CLT,1209,-16.0,N579NN,Fixed wing multi engine,95.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-04,OH,CLT,BWI,941,12.0,N557NN,Fixed wing multi engine,95.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-11,OH,CLT,BWI,941,1.0,N593NN,Fixed wing multi engine,95.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-18,OH,CLT,BWI,941,47.0,N576NN,Fixed wing multi engine,95.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-25,OH,CLT,BWI,941,14.0,N579NN,Fixed wing multi engine,95.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-11,OH,BWI,CLT,1520,-25.0,N566NN,Fixed wing multi engine,95.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-18,OH,BWI,CLT,1520,-6.0,N555NN,Fixed wing multi engine,95.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-25,OH,BWI,CLT,1520,-12.0,N603NN,Fixed wing multi engine,95.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-11,OH,CLT,BWI,1310,-18.0,N566NN,Fixed wing multi engine,95.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-18,OH,CLT,BWI,1310,-12.0,N555NN,Fixed wing multi engine,95.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-25,OH,CLT,BWI,1310,-8.0,N603NN,Fixed wing multi engine,95.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,OO,BWI,ORD,1245,-31.0,N760EV,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-02,OO,BWI,ORD,1256,-16.0,N614SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-02,OO,ORD,BWI,904,-27.0,N614SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-02,OO,BWI,ORD,1823,75.0,N724EV,Fixed wing multi engine,55.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-02,OO,ORD,BWI,1434,116.0,N724EV,Fixed wing multi engine,55.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-08,OO,BWI,ORD,1245,-2.0,N603SK,Fixed wing multi engine,55.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-08,OO,ORD,BWI,845,35.0,N603SK,Fixed wing multi engine,55.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-05,OO,BWI,ORD,1245,-19.0,N727SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,OO,ORD,BWI,845,6.0,N772SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,OO,BWI,ORD,1245,-14.0,N772SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,OO,BWI,ORD,1245,-28.0,N718SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,OO,ORD,BWI,845,-21.0,N718SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-01,OO,BWI,ORD,1823,-38.0,N710SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-01,OO,ORD,BWI,1434,-22.0,N710SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-01,OO,ORD,BWI,904,-1.0,N614SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-01,OO,BWI,ORD,1256,-16.0,N614SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-06,OO,ORD,BWI,845,-14.0,N614SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-06,OO,BWI,ORD,1245,-15.0,N614SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-07,OO,ORD,BWI,845,-31.0,N748EV,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,OO,ORD,BWI,845,-10.0,N713SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,OO,BWI,ORD,1245,5.0,N713SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-24,OO,BWI,ORD,1245,0.0,N709EV,Fixed wing multi engine,55.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-24,OO,ORD,BWI,845,15.0,N709EV,Fixed wing multi engine,55.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-11,OO,ORD,BWI,1414,-24.0,N760SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-26,OO,BWI,ORD,1245,-34.0,N771SK,Fixed wing multi engine,55.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-04,OO,BWI,ORD,1757,-18.0,N606SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-12,OO,ORD,BWI,845,,N740EV,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-12,OO,BWI,ORD,1245,99.0,N740EV,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-11,OO,BWI,ORD,1757,-34.0,N760SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-22,OO,ORD,BWI,845,-23.0,N702SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-22,OO,BWI,ORD,1245,-34.0,N702SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-27,OO,BWI,ORD,1245,-12.0,N709SK,Fixed wing multi engine,80.0,83.0,8.0,10.0,0,4000.0,0.26666666666666666,,,,0,,0.0,0.26666666666666666,0,0
2022-06-14,OO,ORD,BWI,845,-1.0,N760EV,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,OO,ORD,BWI,845,-12.0,N740EV,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,OO,BWI,ORD,1245,-17.0,N740EV,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-07,OO,BWI,ORD,1245,0.0,N748EV,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-19,OO,BWI,ORD,1245,-23.0,N768SK,Fixed wing multi engine,55.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-20,OO,ORD,BWI,845,-14.0,N750SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-20,OO,BWI,ORD,1245,-29.0,N750SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-25,OO,BWI,ORD,1757,-11.0,N745SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-25,OO,ORD,BWI,1414,15.0,N745SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-26,OO,ORD,BWI,845,-20.0,N771SK,Fixed wing multi engine,55.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-04,OO,BWI,ORD,1053,-20.0,N160SY,Fixed wing multi engine,88.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-23,OO,ORD,BWI,845,-10.0,N708EV,Fixed wing multi engine,55.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-09,OO,ORD,BWI,845,-12.0,N708SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-09,OO,BWI,ORD,1245,-21.0,N708SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-04,OO,ORD,BWI,1414,-19.0,N606SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-05,OO,ORD,BWI,845,-20.0,N727SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-03,OO,ORD,BWI,845,3.0,N741EV,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-03,OO,BWI,ORD,1245,-6.0,N741EV,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-27,OO,ORD,BWI,845,-1.0,N709SK,Fixed wing multi engine,80.0,,,,0,,0.0,79.0,9.0,10.0,0,3600.0,0.3,0.41666666666666663,0,0
2022-06-13,OO,BWI,ORD,1245,-1.0,N758EV,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,OO,ORD,BWI,845,23.0,N758EV,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-16,OO,ORD,BWI,845,-17.0,N754SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-16,OO,BWI,ORD,1245,-21.0,N754SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-17,OO,ORD,BWI,845,4.0,N748SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-17,OO,BWI,ORD,1245,-11.0,N748SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-10,OO,ORD,BWI,845,9.0,N740EV,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-10,OO,BWI,ORD,1245,-16.0,N740EV,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-21,OO,ORD,BWI,845,7.0,N632SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-21,OO,BWI,ORD,1245,-17.0,N632SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-18,OO,BWI,ORD,1757,36.0,N748SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-18,OO,ORD,BWI,1414,22.0,N748SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-23,OO,BWI,ORD,1245,-15.0,N708EV,Fixed wing multi engine,55.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-19,OO,ORD,BWI,845,7.0,N768SK,Fixed wing multi engine,55.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-25,OO,BWI,ORD,1053,-16.0,N132SY,Fixed wing multi engine,88.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-05,OO,BWI,ORD,1747,-8.0,N130SY,Fixed wing multi engine,88.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-05,OO,ORD,BWI,1355,-22.0,N130SY,Fixed wing multi engine,88.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-11,OO,ORD,BWI,710,-1.0,N139SY,Fixed wing multi engine,88.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-25,OO,ORD,BWI,710,-10.0,N132SY,Fixed wing multi engine,88.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-25,OO,BWI,ORD,1747,0.0,N107SY,Fixed wing multi engine,88.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-25,OO,ORD,BWI,1355,10.0,N107SY,Fixed wing multi engine,88.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-18,OO,BWI,ORD,1053,-4.0,N623UX,Fixed wing multi engine,88.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-11,OO,BWI,ORD,1053,-20.0,N139SY,Fixed wing multi engine,88.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-18,OO,ORD,BWI,710,15.0,N623UX,Fixed wing multi engine,88.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-12,OO,BWI,ORD,1747,23.0,N794SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-12,OO,ORD,BWI,1355,-6.0,N794SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-04,OO,ORD,BWI,710,-20.0,N160SY,Fixed wing multi engine,88.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-19,OO,BWI,ORD,1747,-24.0,N796SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-19,OO,ORD,BWI,1355,-10.0,N796SK,Fixed wing multi engine,80.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,BWI,ORD,1053,21.0,N452UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,DEN,BWI,951,-18.0,N54241,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,DEN,BWI,1740,-7.0,N37255,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,BWI,ORD,630,-1.0,N76503,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,SFO,BWI,2303,12.0,N77537,Fixed wing multi engine,175.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,ORD,BWI,1847,-27.0,N87512,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,IAH,BWI,1838,-7.0,N471UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,LAX,BWI,2255,-10.0,N77538,Fixed wing multi engine,175.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,ORD,BWI,710,10.0,N452UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,ORD,BWI,1355,-12.0,N426UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,BWI,IAH,1508,10.0,N26208,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,IAH,BWI,953,-19.0,N26208,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,BWI,SFO,845,20.0,N24212,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,BWI,ORD,1747,-22.0,N426UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,BWI,DEN,812,-17.0,N77537,Fixed wing multi engine,175.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,BWI,IAH,615,247.0,N409UA,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,BWI,DEN,1617,9.0,N54241,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-30,UA,BWI,LAX,637,0.0,N26210,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,BWI,ORD,1053,52.0,N426UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,DEN,BWI,951,-21.0,N87512,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,DEN,BWI,1740,-5.0,N26210,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,BWI,ORD,630,-1.0,N34222,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,SFO,BWI,2303,62.0,N24212,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,ORD,BWI,1847,-31.0,N76503,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,IAH,BWI,1838,3.0,N409UA,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,LAX,BWI,2255,-14.0,N77537,Fixed wing multi engine,175.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,ORD,BWI,710,72.0,N426UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,ORD,BWI,1355,4.0,N412UA,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,BWI,IAH,1508,4.0,N17262,Fixed wing multi engine,175.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,IAH,BWI,953,-10.0,N17262,Fixed wing multi engine,175.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,BWI,SFO,845,,,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,BWI,ORD,1747,-12.0,N412UA,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,BWI,DEN,812,,,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,BWI,IAH,615,,,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,BWI,DEN,1617,-2.0,N87512,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-29,UA,BWI,LAX,637,,,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,BWI,ORD,1053,,,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,DEN,BWI,951,-4.0,N14249,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,DEN,BWI,1740,,,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,BWI,ORD,630,,,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,SFO,BWI,2303,,,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,ORD,BWI,1847,,,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,IAH,BWI,1838,,,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,LAX,BWI,2255,,,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,ORD,BWI,710,,,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,ORD,BWI,1355,-16.0,N479UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,BWI,IAH,1508,-11.0,N67846,Fixed wing multi engine,191.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,IAH,BWI,953,,,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,BWI,SFO,845,-8.0,N78285,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,BWI,ORD,1747,-13.0,N479UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,BWI,DEN,812,21.0,N37468,Fixed wing multi engine,191.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,BWI,IAH,615,,,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,BWI,DEN,1617,-5.0,N14249,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-28,UA,BWI,LAX,637,-10.0,N73270,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-27,UA,BWI,ORD,1053,-14.0,N475UA,Fixed wing multi engine,200.0,81.0,10.0,10.0,0,3600.0,0.3333333333333333,,,,0,,0.0,0.3333333333333333,0,0
2022-06-27,UA,DEN,BWI,951,-23.0,N24202,Fixed wing multi engine,149.0,,,,0,,0.0,81.0,6.0,10.0,0,4100.0,0.2,1.3,0,1
2022-06-27,UA,DEN,BWI,1740,34.0,N73270,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,0.16666666666666666,0,0
2022-06-27,UA,BWI,ORD,630,-21.0,N76529,Fixed wing multi engine,149.0,81.0,7.0,10.0,0,2200.0,0.23333333333333334,,,,0,,0.0,0.23333333333333334,0,0
2022-06-27,UA,SFO,BWI,2303,-4.0,N78285,Fixed wing multi engine,149.0,,,,0,,0.0,81.0,7.0,10.0,0,2200.0,0.23333333333333334,,0,0
2022-06-27,UA,ORD,BWI,1847,-25.0,N34222,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,0.16666666666666666,0,0
2022-06-27,UA,IAH,BWI,1838,-7.0,N67846,Fixed wing multi engine,191.0,,,,0,,0.0,,,,0,,0.0,0.16666666666666666,0,0
2022-06-27,UA,LAX,BWI,2255,-2.0,N37468,Fixed wing multi engine,191.0,,,,0,,0.0,81.0,7.0,10.0,0,2200.0,0.23333333333333334,,0,0
2022-06-27,UA,ORD,BWI,710,0.0,N475UA,Fixed wing multi engine,200.0,,,,0,,0.0,78.0,9.0,10.0,1,1900.0,1.3,0.3333333333333333,0,0
2022-06-15,UA,BWI,ORD,626,-28.0,N12221,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,UA,SFO,BWI,2235,-10.0,N38446,Fixed wing multi engine,191.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,UA,ORD,BWI,1857,-25.0,N38257,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,UA,IAH,BWI,1835,-17.0,N33714,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,UA,LAX,BWI,2301,150.0,N37277,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,UA,ORD,BWI,710,166.0,N482UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,UA,ORD,BWI,1355,-2.0,N453UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,UA,BWI,IAH,1502,10.0,N37408,Fixed wing multi engine,191.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,UA,IAH,BWI,947,-17.0,N37408,Fixed wing multi engine,191.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,UA,BWI,SFO,756,41.0,N39423,Fixed wing multi engine,191.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,UA,BWI,ORD,1747,-17.0,N453UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,UA,BWI,DEN,818,43.0,N54241,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,UA,BWI,IAH,600,-19.0,N37290,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,UA,BWI,DEN,1614,5.0,N898UA,Fixed wing multi engine,179.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-15,UA,BWI,LAX,712,-6.0,N24212,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,BWI,ORD,1053,-7.0,N489UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,DEN,BWI,942,70.0,N832UA,Fixed wing multi engine,179.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,DEN,BWI,1748,87.0,N12221,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,BWI,ORD,626,57.0,N14249,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,SFO,BWI,2235,55.0,N39423,Fixed wing multi engine,191.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,ORD,BWI,1857,-31.0,N24212,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,IAH,BWI,1835,-10.0,N37290,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,LAX,BWI,2301,38.0,N54241,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,ORD,BWI,710,-17.0,N489UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,ORD,BWI,1355,-11.0,N412UA,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,BWI,IAH,1502,-4.0,N75410,Fixed wing multi engine,191.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,IAH,BWI,947,24.0,N75410,Fixed wing multi engine,191.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,BWI,SFO,756,-3.0,N37420,Fixed wing multi engine,191.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,BWI,ORD,1747,-12.0,N412UA,,,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,BWI,DEN,818,55.0,N36207,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,BWI,IAH,600,-19.0,N37290,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,BWI,DEN,1614,40.0,N832UA,Fixed wing multi engine,179.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-14,UA,BWI,LAX,712,15.0,N26208,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,UA,BWI,ORD,1053,226.0,N467UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,UA,DEN,BWI,942,-10.0,N828UA,Fixed wing multi engine,179.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,UA,DEN,BWI,1748,18.0,N26208,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,UA,BWI,ORD,626,-12.0,N17244,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,UA,SFO,BWI,2235,-12.0,N37420,Fixed wing multi engine,191.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,UA,ORD,BWI,1857,111.0,N14249,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,UA,IAH,BWI,1835,23.0,N37290,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,UA,LAX,BWI,2301,59.0,N36207,Fixed wing multi engine,149.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,UA,ORD,BWI,710,,N467UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
2022-06-13,UA,ORD,BWI,1355,-26.0,N493UA,Fixed wing multi engine,200.0,,,,0,,0.0,,,,0,,0.0,,0,0
