icao24,snapshot_time,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,category,latitude_mean_10s,latitude_std_10s,latitude_min_10s,latitude_max_10s,latitude_median_10s,latitude_count_10s,longitude_mean_10s,longitude_std_10s,longitude_min_10s,longitude_max_10s,longitude_median_10s,longitude_count_10s,velocity_mean_10s,velocity_std_10s,velocity_min_10s,velocity_max_10s,velocity_median_10s,velocity_count_10s,geo_altitude_mean_10s,geo_altitude_std_10s,geo_altitude_min_10s,geo_altitude_max_10s,geo_altitude_median_10s,geo_altitude_count_10s,vertical_rate_mean_10s,vertical_rate_std_10s,vertical_rate_min_10s,vertical_rate_max_10s,vertical_rate_median_10s,vertical_rate_count_10s,true_track_mean_10s,true_track_std_10s,true_track_min_10s,true_track_max_10s,true_track_median_10s,true_track_count_10s,velocity_mean_1min,velocity_std_1min,velocity_min_1min,velocity_max_1min,velocity_median_1min,velocity_count_1min,geo_altitude_mean_1min,geo_altitude_std_1min,geo_altitude_min_1min,geo_altitude_max_1min,geo_altitude_median_1min,geo_altitude_count_1min,vertical_rate_mean_1min,vertical_rate_std_1min,vertical_rate_min_1min,vertical_rate_max_1min,vertical_rate_median_1min,vertical_rate_count_1min
a4095f,2026-02-16 21:29:18+00:00,UAL2268,United States,2026-02-16 21:29:11+00:00,2026-02-16 21:29:11+00:00,-77.459,38.9945,175.26,False,78.2,180.38,-3.9,,213.36,7625,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a43ce3,2026-02-16 21:27:18+00:00,N372TA,United States,2026-02-16 21:27:14+00:00,2026-02-16 21:27:14+00:00,-77.5614,39.0871,198.12,False,40.02,342.03,4.55,,228.6,,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a43ce3,2026-02-16 21:28:18+00:00,N372TA,United States,2026-02-16 21:28:14+00:00,2026-02-16 21:28:14+00:00,-77.5905,39.0869,320.04,False,51.44,253.74,0.0,,335.28,,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a43ce3,2026-02-16 21:29:18+00:00,N372TA,United States,2026-02-16 21:29:12+00:00,2026-02-16 21:29:12+00:00,-77.59,39.0645,304.8,False,46.86,160.77,-0.33,,320.04,,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a4491d,2026-02-16 21:27:18+00:00,UAL8135,United States,2026-02-16 21:27:15+00:00,2026-02-16 21:27:15+00:00,-77.4349,39.0359,525.78,False,87.48,181.35,-4.88,,548.64,,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a4491d,2026-02-16 21:28:18+00:00,UAL8135,United States,2026-02-16 21:28:15+00:00,2026-02-16 21:28:15+00:00,-77.4354,38.994,274.32,False,74.08,180.4,-4.55,,304.8,,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a4491d,2026-02-16 21:29:18+00:00,UAL8135,United States,2026-02-16 21:29:10+00:00,2026-02-16 21:29:11+00:00,-77.4359,38.9566,45.72,False,75.12,180.78,-3.25,,83.82,,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a4798f,2026-02-16 21:27:18+00:00,FFT688,United States,2026-02-16 21:23:30+00:00,2026-02-16 21:23:30+00:00,-77.0418,38.8462,45.72,True,4.12,331.88,-3.25,,83.82,1443,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a4798f,2026-02-16 21:28:18+00:00,FFT688,United States,2026-02-16 21:23:30+00:00,2026-02-16 21:23:30+00:00,-77.0418,38.8462,45.72,True,4.12,331.88,-3.25,,83.82,1443,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a4f7cb,2026-02-16 21:27:18+00:00,RPA4616,United States,2026-02-16 21:25:16+00:00,2026-02-16 21:25:16+00:00,-77.0404,38.8567,45.72,True,2.83,165.94,-3.25,,83.82,4067,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a4f7cb,2026-02-16 21:28:18+00:00,RPA4616,United States,2026-02-16 21:25:16+00:00,2026-02-16 21:25:16+00:00,-77.0404,38.8567,45.72,True,2.83,165.94,-3.25,,83.82,4067,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a4f7cb,2026-02-16 21:29:18+00:00,RPA4616,United States,2026-02-16 21:25:16+00:00,2026-02-16 21:25:16+00:00,-77.0404,38.8567,45.72,True,2.83,165.94,-3.25,,83.82,4067,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a59b2b,2026-02-16 21:27:18+00:00,00000000,United States,2026-02-16 21:27:14+00:00,2026-02-16 21:27:15+00:00,-77.1353,38.8856,11026.14,False,206.26,224.9,-11.05,,10972.8,2357,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a59b2b,2026-02-16 21:28:18+00:00,00000000,United States,2026-02-16 21:28:15+00:00,2026-02-16 21:28:15+00:00,-77.2392,38.8042,10363.2,False,212.8,224.9,-10.73,,10325.1,2357,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a59b2b,2026-02-16 21:29:18+00:00,00000000,United States,2026-02-16 21:29:11+00:00,2026-02-16 21:29:11+00:00,-77.3342,38.7299,9784.08,False,201.17,224.48,-3.9,,9753.6,2357,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a5cf3f,2026-02-16 21:27:18+00:00,UAL1678,United States,2026-02-16 21:22:33+00:00,2026-02-16 21:22:33+00:00,-77.0404,38.8504,9784.08,True,1.29,264.38,-3.9,,9753.6,0663,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a63388,2026-02-16 21:27:18+00:00,SWA1352,United States,2026-02-16 21:24:35+00:00,2026-02-16 21:24:35+00:00,-77.039,38.8427,9784.08,True,1.8,163.12,-3.9,,9753.6,,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a63388,2026-02-16 21:28:18+00:00,SWA1352,United States,2026-02-16 21:27:56+00:00,2026-02-16 21:27:56+00:00,-77.039,38.8425,9784.08,True,2.06,171.56,-3.9,,9753.6,,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a63388,2026-02-16 21:29:18+00:00,SWA1352,United States,2026-02-16 21:28:28+00:00,2026-02-16 21:28:28+00:00,-77.0387,38.842,9784.08,True,1.29,135.0,-3.9,,9753.6,,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a65b64,2026-02-16 21:27:18+00:00,JIA5460,United States,2026-02-16 21:27:15+00:00,2026-02-16 21:27:15+00:00,-77.1304,38.9447,1554.48,False,119.75,327.81,10.73,,1546.86,,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a65b64,2026-02-16 21:28:18+00:00,JIA5460,United States,2026-02-16 21:28:14+00:00,2026-02-16 21:28:15+00:00,-77.2055,38.9754,2362.2,False,132.89,280.48,15.28,,2362.2,,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a65b64,2026-02-16 21:29:18+00:00,JIA5460,United States,2026-02-16 21:29:11+00:00,2026-02-16 21:29:11+00:00,-77.2911,38.9892,3185.16,False,136.51,281.52,13.98,,3192.78,,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a66174,2026-02-16 21:29:18+00:00,JIA5284,United States,2026-02-16 21:28:28+00:00,2026-02-16 21:28:28+00:00,-77.0404,38.8567,3185.16,True,5.4,140.62,13.98,,3192.78,,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a668eb,2026-02-16 21:27:18+00:00,N512AP,United States,2026-02-16 21:27:14+00:00,2026-02-16 21:27:15+00:00,-77.6491,39.0506,350.52,False,62.26,89.05,0.33,,381.0,,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a668eb,2026-02-16 21:28:18+00:00,N512AP,United States,2026-02-16 21:28:15+00:00,2026-02-16 21:28:15+00:00,-77.6035,39.0518,350.52,False,65.39,87.75,-0.33,,381.0,,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a668eb,2026-02-16 21:29:18+00:00,N512AP,United States,2026-02-16 21:29:11+00:00,2026-02-16 21:29:11+00:00,-77.5656,39.0557,228.6,False,52.58,73.52,-4.23,,266.7,,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a6c71c,2026-02-16 21:27:18+00:00,JIA5183,United States,2026-02-16 21:27:15+00:00,2026-02-16 21:27:15+00:00,-77.0717,39.045,2758.44,False,151.84,78.27,13.66,,2758.44,,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a6c71c,2026-02-16 21:28:18+00:00,JIA5183,United States,2026-02-16 21:28:15+00:00,2026-02-16 21:28:15+00:00,-76.9622,39.0585,3322.32,False,170.69,81.33,8.13,,3322.32,,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a6c71c,2026-02-16 21:29:18+00:00,JIA5183,United States,2026-02-16 21:29:11+00:00,2026-02-16 21:29:11+00:00,-76.8461,39.0732,3733.8,False,188.94,80.28,8.13,,3741.42,0564,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a6eeb9,2026-02-16 21:27:18+00:00,JIA5447,United States,2026-02-16 21:24:33+00:00,2026-02-16 21:24:33+00:00,-77.4538,38.9492,3733.8,True,0.77,180.0,8.13,,3741.42,4145,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a6eeb9,2026-02-16 21:28:18+00:00,JIA5447,United States,2026-02-16 21:24:33+00:00,2026-02-16 21:24:33+00:00,-77.4538,38.9492,3733.8,True,0.77,180.0,8.13,,3741.42,4145,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a6eeb9,2026-02-16 21:29:18+00:00,JIA5447,United States,2026-02-16 21:24:33+00:00,2026-02-16 21:24:33+00:00,-77.4538,38.9492,3733.8,True,0.77,180.0,8.13,,3741.42,4145,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a73d54,2026-02-16 21:27:18+00:00,N566BG,United States,2026-02-16 21:27:01+00:00,2026-02-16 21:27:01+00:00,-77.5537,39.0694,83.82,False,32.05,341.27,-2.28,,106.68,,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
