icao24,snapshot_time,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,category,latitude_mean_10s,latitude_std_10s,latitude_min_10s,latitude_max_10s,latitude_median_10s,latitude_count_10s,longitude_mean_10s,longitude_std_10s,longitude_min_10s,longitude_max_10s,longitude_median_10s,longitude_count_10s,velocity_mean_10s,velocity_std_10s,velocity_min_10s,velocity_max_10s,velocity_median_10s,velocity_count_10s,geo_altitude_mean_10s,geo_altitude_std_10s,geo_altitude_min_10s,geo_altitude_max_10s,geo_altitude_median_10s,geo_altitude_count_10s,vertical_rate_mean_10s,vertical_rate_std_10s,vertical_rate_min_10s,vertical_rate_max_10s,vertical_rate_median_10s,vertical_rate_count_10s,true_track_mean_10s,true_track_std_10s,true_track_min_10s,true_track_max_10s,true_track_median_10s,true_track_count_10s,velocity_mean_1min,velocity_std_1min,velocity_min_1min,velocity_max_1min,velocity_median_1min,velocity_count_1min,geo_altitude_mean_1min,geo_altitude_std_1min,geo_altitude_min_1min,geo_altitude_max_1min,geo_altitude_median_1min,geo_altitude_count_1min,vertical_rate_mean_1min,vertical_rate_std_1min,vertical_rate_min_1min,vertical_rate_max_1min,vertical_rate_median_1min,vertical_rate_count_1min
a2b10b,2026-02-16 21:28:18+00:00,UAL1445,United States,2026-02-16 21:27:53+00:00,2026-02-16 21:27:53+00:00,-77.4542,38.945,381.0,True,0.06,0.0,-4.55,,419.1,2116,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a2b10b,2026-02-16 21:29:18+00:00,UAL1445,United States,2026-02-16 21:27:53+00:00,2026-02-16 21:27:53+00:00,-77.4542,38.945,381.0,True,0.06,0.0,-4.55,,419.1,2116,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a2bc9e,2026-02-16 21:27:18+00:00,UAL2344,United States,2026-02-16 21:24:46+00:00,2026-02-16 21:24:46+00:00,-77.4479,38.9458,381.0,True,0.06,163.12,-4.55,,419.1,2745,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a2bc9e,2026-02-16 21:28:18+00:00,UAL2344,United States,2026-02-16 21:24:46+00:00,2026-02-16 21:24:46+00:00,-77.4479,38.9458,381.0,True,0.06,163.12,-4.55,,419.1,2745,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a2bc9e,2026-02-16 21:29:18+00:00,UAL2344,United States,2026-02-16 21:24:46+00:00,2026-02-16 21:24:46+00:00,-77.4479,38.9458,381.0,True,0.06,163.12,-4.55,,419.1,2745,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a2e2cd,2026-02-16 21:27:18+00:00,CXK566,United States,2026-02-16 21:27:14+00:00,2026-02-16 21:27:14+00:00,-77.5237,38.7344,175.26,False,43.85,328.92,1.95,,198.12,,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a2e2cd,2026-02-16 21:28:18+00:00,CXK566,United States,2026-02-16 21:28:15+00:00,2026-02-16 21:28:15+00:00,-77.5519,38.7392,365.76,False,46.53,251.97,4.23,,373.38,,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a2e2cd,2026-02-16 21:29:18+00:00,CXK566,United States,2026-02-16 21:29:11+00:00,2026-02-16 21:29:11+00:00,-77.5797,38.7288,556.26,False,44.95,236.67,4.88,,563.88,,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a33d97,2026-02-16 21:27:18+00:00,FFT1383,United States,2026-02-16 21:27:14+00:00,2026-02-16 21:27:14+00:00,-77.2935,38.762,9151.62,False,231.72,224.91,0.0,,9144.0,7152,False,0,1,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a33d97,2026-02-16 21:28:18+00:00,FFT1383,United States,2026-02-16 21:28:14+00:00,2026-02-16 21:28:14+00:00,-77.4036,38.6716,9151.62,False,233.61,221.52,0.0,,9151.62,7152,False,0,1,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a369af,2026-02-16 21:27:18+00:00,EJA319,United States,2026-02-16 21:27:15+00:00,2026-02-16 21:27:15+00:00,-77.4948,38.9402,495.3,False,97.64,262.13,18.21,,518.16,,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a369af,2026-02-16 21:28:18+00:00,EJA319,United States,2026-02-16 21:28:14+00:00,2026-02-16 21:28:15+00:00,-77.5765,38.9276,1501.14,False,125.94,257.5,15.28,,1516.38,,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a369af,2026-02-16 21:29:18+00:00,EJA319,United States,2026-02-16 21:29:11+00:00,2026-02-16 21:29:11+00:00,-77.6595,38.9084,1950.72,False,133.4,251.57,5.2,,1950.72,,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a3afe1,2026-02-16 21:27:18+00:00,XSR337,United States,2026-02-16 21:26:56+00:00,2026-02-16 21:26:56+00:00,-77.444,38.9511,1950.72,True,7.72,281.25,5.2,,1950.72,,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a3afe1,2026-02-16 21:28:18+00:00,XSR337,United States,2026-02-16 21:28:01+00:00,2026-02-16 21:28:01+00:00,-77.4499,38.9511,1950.72,True,7.2,281.25,5.2,,1950.72,,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a3afe1,2026-02-16 21:29:18+00:00,XSR337,United States,2026-02-16 21:29:09+00:00,2026-02-16 21:29:09+00:00,-77.455,38.9512,1950.72,True,6.17,281.25,5.2,,1950.72,,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a406e3,2026-02-16 21:27:18+00:00,N359GS,United States,2026-02-16 21:27:12+00:00,2026-02-16 21:27:12+00:00,-77.4463,38.9503,1950.72,True,7.46,90.0,5.2,,1950.72,3036,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a406e3,2026-02-16 21:28:18+00:00,N359GS,United States,2026-02-16 21:28:05+00:00,2026-02-16 21:28:05+00:00,-77.4422,38.9502,1950.72,True,6.69,90.0,5.2,,1950.72,3036,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
a406e3,2026-02-16 21:29:18+00:00,N359GS,United States,2026-02-16 21:29:10+00:00,2026-02-16 21:29:11+00:00,-77.4396,38.9517,1950.72,True,7.72,0.0,5.2,,1950.72,3036,False,0,0,38.91437317073171,0.11344944033442966,38.664,39.1317,38.9473,41,-77.31837804878049,0.22566389112150187,-77.6595,-76.8461,-77.4386,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41,178.84024390243903,101.77402405544858,0.0,355.86,180.0,41,49.612682926829265,60.720030056991504,0.0,228.98,29.28,41,1549.8336585365853,2641.7859081743886,0.0,10927.08,541.02,41,2.1487804878048777,6.52798444970649,-4.55,16.58,0.0,41
a4095f,2026-02-16 21:27:18+00:00,UAL2268,United States,2026-02-16 21:27:14+00:00,2026-02-16 21:27:15+00:00,-77.4577,39.077,670.56,False,85.42,181.38,-4.23,,693.42,7625,False,0,0,38.91081111111111,0.10559927087864282,38.6869,39.0871,38.9446,45,-77.32624222222222,0.21498491119240132,-77.6594,-77.0211,-77.4393,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45,196.60644444444446,108.72493912194528,0.0,355.68,181.35,45,49.74911111111111,60.65216356113329,0.0,231.72,29.28,45,1701.4613333333332,2780.6274144006356,83.82,10972.8,548.64,45,2.0446666666666666,6.655595595232086,-11.05,18.21,0.0,45
a4095f,2026-02-16 21:28:18+00:00,UAL2268,United States,2026-02-16 21:28:14+00:00,2026-02-16 21:28:15+00:00,-77.4584,39.0342,419.1,False,77.68,180.38,-4.23,,441.96,7625,False,0,0,38.907235,0.11540434056183903,38.6716,39.0977,38.9454,40,-77.32264,0.21458598754644076,-77.6203,-76.9622,-77.439,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40,187.86925,101.4552897203669,0.0,355.63,178.78,40,49.54625,60.67421078850298,0.0,233.61,26.47,40,1520.7615,2562.5867882694392,60.96,10325.1,541.02,40,1.7799999999999998,6.612765044855409,-10.73,16.58,0.0,40
