feature_set_name,fold,train_years,val_year,auc,f1,precision,recall,accuracy
xgb_context,1,"[2015, 2016, 2017, 2018]",2019,0.6985228786337804,0.10164509062475019,0.746929547429113,0.054533082778848184,0.8158629039553577
xgb_context,2,"[2015, 2016, 2017, 2018, 2019]",2020,0.6506981435628356,0.05665858815264194,0.5889404308087999,0.029760854832570533,0.9028063127925234
xgb_context,3,"[2015, 2016, 2017, 2018, 2019, 2020]",2021,0.6795344469421343,0.04732424359621044,0.8161133657108642,0.02436865865105261,0.8313515265162593
xgb_context,4,"[2015, 2016, 2017, 2018, 2019, 2020, 2021]",2022,0.6756508822392161,0.12270040943364767,0.6673576173716523,0.06756109841250874,0.7963328259236674
xgb_context,5,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",2023,0.6911412486797506,0.09942163041610946,0.7278645833333334,0.05335477512511126,0.8012732897555551
