feature_set_name,fold,train_years,val_year,mae,rmse
xgb_full_aircraft,1,"[2015, 2016, 2017, 2018]",2019,18.844913482666016,41.39379087316795
xgb_full_aircraft,2,"[2015, 2016, 2017, 2018, 2019]",2020,17.870548248291016,34.88579477033328
xgb_full_aircraft,3,"[2015, 2016, 2017, 2018, 2019, 2020]",2021,17.59552001953125,41.500451510627414
xgb_full_aircraft,4,"[2015, 2016, 2017, 2018, 2019, 2020, 2021]",2022,19.516386032104492,44.96466304612504
xgb_full_aircraft,5,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",2023,19.803157806396484,47.356560251227336
