model_family,config_id,params,cv_auc_mean,cv_auc_std,cv_f1_mean,cv_f1_std,cv_precision_mean,cv_precision_std,cv_recall_mean,cv_recall_std,cv_accuracy_mean,cv_accuracy_std,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_rmse_std
lstm_context_full,lstm_02,"{'units1': 64, 'units2': 32, 'dropout': 0.2, 'batch_size': 256, 'epochs': 10, 'learning_rate': 0.001}",0.9794912086705214,0.0016223355675320504,0.8527274860656605,0.023636324557985776,0.9024120453268896,0.008918960017002528,0.809785830560163,0.04574613317580601,0.9517102518274821,0.00480027691798723,6.299575448036194,0.764306959142973,14.973297043203528,1.3227064845696341
lstm_context_full,lstm_04,"{'units1': 64, 'units2': 32, 'dropout': 0.2, 'batch_size': 512, 'epochs': 12, 'learning_rate': 0.0005}",0.9789713385975437,0.0015916613419704004,0.8415414471702186,0.014287200581313081,0.9069214038191578,0.009376001529887506,0.7856504330637734,0.02824335482666058,0.9482145735987404,0.0068077553399671685,6.282917618751526,0.6180168841231721,16.013668446938116,1.8394547231240312
lstm_context_full,lstm_03,"{'units1': 64, 'units2': 32, 'dropout': 0.3, 'batch_size': 256, 'epochs': 12, 'learning_rate': 0.001}",0.9780718657671463,0.001558113356922381,0.835935044891879,0.018975506540696473,0.9107051295492904,0.008258022357535085,0.7735744771757963,0.03710729665628608,0.9471437550623681,0.006258535770939445,6.363675355911255,0.5303791292810053,15.02118050191843,1.2234518330803505
lstm_context_full,lstm_01,"{'units1': 32, 'units2': 16, 'dropout': 0.2, 'batch_size': 256, 'epochs': 10, 'learning_rate': 0.001}",0.9767775977797439,0.0022913781324656684,0.8310733212174537,0.008225175160502715,0.908370446710804,0.005397882700451163,0.7659594894376816,0.01160390120576062,0.9454163159938733,0.006779395000354193,6.660278916358948,0.7176515825236449,16.290509897590077,1.8517092297230828
