feature_set_name,fold,train_years,val_year,mae,rmse
xgb_context,1,"[2015, 2016, 2017, 2018]",2019,24.193599700927734,48.912464661052915
xgb_context,2,"[2015, 2016, 2017, 2018, 2019]",2020,20.206754684448242,38.518837023774
xgb_context,3,"[2015, 2016, 2017, 2018, 2019, 2020]",2021,20.0205020904541,47.654702843738306
xgb_context,4,"[2015, 2016, 2017, 2018, 2019, 2020, 2021]",2022,24.33280372619629,51.90986685923737
xgb_context,5,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",2023,24.15459632873535,55.17310958686645
