feature_set_name,fold,train_years,val_year,auc,f1,precision,recall,accuracy
xgb_2hop_propagation,1,"[2015, 2016, 2017, 2018]",2019,0.8397565554361162,0.5354499146563749,0.7618963068181818,0.4127690859494706,0.8633047674624458
xgb_2hop_propagation,2,"[2015, 2016, 2017, 2018, 2019]",2020,0.7909037849304285,0.39422640570332745,0.5931718061674008,0.29521387384622133,0.9102926798601311
xgb_2hop_propagation,3,"[2015, 2016, 2017, 2018, 2019, 2020]",2021,0.8175755346677935,0.4250500038330464,0.8052335560191175,0.28872919388740553,0.8658526670439098
xgb_2hop_propagation,4,"[2015, 2016, 2017, 2018, 2019, 2020, 2021]",2022,0.8325575277809448,0.5107369200166536,0.7666550933962919,0.38291540942669855,0.8452767752779895
xgb_2hop_propagation,5,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",2023,0.8337664232494829,0.5106357469923408,0.7774142821038443,0.380174538763123,0.849745150785785
