feature_set_name,fold,train_years,val_year,auc,f1,precision,recall,accuracy
xgb_full,1,"[2015, 2016, 2017, 2018]",2019,0.8419708153176412,0.5364476363066872,0.7690452364457445,0.4118758545819334,0.8641466629074243
xgb_full,2,"[2015, 2016, 2017, 2018, 2019]",2020,0.7930540016343304,0.3972834813865441,0.6054782218230804,0.2956304400254325,0.9113072282235215
xgb_full,3,"[2015, 2016, 2017, 2018, 2019, 2020]",2021,0.8190538533023224,0.4358787345012179,0.7975123375969383,0.29989206385275236,0.866686829661717
xgb_full,4,"[2015, 2016, 2017, 2018, 2019, 2020, 2021]",2022,0.8342974765661086,0.5144395813863109,0.7724134098392542,0.38564145250234105,0.8464675841063595
xgb_full,5,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",2023,0.8351033026587446,0.5140590739068748,0.7810002379519337,0.38311327167487175,0.8506442021803766
